,Gm#,Date,,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled,HomeGame
19945,26,201804280,boxscore,BOS,,TBR,L,6,12,,19-7,1,up 2.0,Yarbrough,Price,,3:52,D,"35,795",--,,True
19946,27,201804290,boxscore,BOS,,TBR,W,4,3,,20-7,1,up 2.0,Kimbrel,Colome,,3:01,D,"32,888",+,,True
19947,28,201804300,boxscore,BOS,,KCR,W,10,6,,21-7,1,up 3.0,Velazquez,Hammel,,3:13,N,"31,314",++,,True
19948,29,201805010,boxscore,BOS,,KCR,L,6,7,13,21-8,1,up 2.0,Herrera,Johnson,Flynn,4:25,N,"34,466",-,,True
19949,30,201805020,boxscore,BOS,,KCR,W,5,4,,22-8,1,up 2.0,Pomeranz,Duffy,Kimbrel,2:45,D,"32,267",+,,True
19950,31,201805030,boxscore,BOS,@,TEX,L,5,11,,22-9,1,up 1.0,Minor,Price,,3:20,N,"22,348",-,,False
19951,32,201805040,boxscore,BOS,@,TEX,W,5,1,,23-9,1,up 1.0,Porcello,Colon,,2:36,N,"31,404",+,,False
19952,33,201805050,boxscore,BOS,@,TEX,W,6,5,,24-9,1,up 1.0,Kelly,Kela,Kimbrel,3:18,N,"35,728",++,,False
19953,34,201805060,boxscore,BOS,@,TEX,W,6,1,,25-9,1,up 1.0,Sale,Fister,,2:33,D,"28,360",+++,,False
19954,35,201805080,boxscore,BOS,@,NYY,L,2,3,,25-10,1, Tied,Robertson,Hembree,Chapman,3:29,N,"45,773",-,,False
19955,36,201805090,boxscore,BOS,@,NYY,L,6,9,,25-11,2, 1.0,Holder,Barnes,Chapman,3:42,N,"47,088",--,,False
19956,37,201805100,boxscore,BOS,@,NYY,W,5,4,,26-11,1, Tied,Kelly,Betances,Kimbrel,3:21,N,"46,899",+,,False
19957,38,201805110,boxscore,BOS,@,TOR,L-wo,3,5,12,26-12,1, Tied,Gaviglio,Johnson,,3:54,N,"28,695",-,,False
19958,39,201805120,boxscore,BOS,@,TOR,W,5,2,,27-12,1, Tied,Price,Estrada,Kimbrel,3:11,D,"37,588",+,,False
19959,40,201805130,boxscore,BOS,@,TOR,W,5,3,,28-12,1, Tied,Velazquez,Biagini,Kelly,3:42,D,"37,888",++,,False
19960,41,201805140,boxscore,BOS,,OAK,L,5,6,,28-13,2, 0.5,Manaea,Porcello,Treinen,2:40,N,"35,249",-,,True
19961,42,201805150,boxscore,BOS,,OAK,L,3,5,,28-14,2, 0.5,Mengden,Rodriguez,Treinen,3:16,N,"34,906",--,,True
19962,43,201805160,boxscore,BOS,,OAK,W,6,4,,29-14,1, Tied,Sale,Cahill,Kimbrel,3:08,N,"34,947",+,,True
19963,44,201805170,boxscore,BOS,,BAL,W,6,2,,30-14,1,up 0.5,Price,Gausman,,2:44,N,"36,615",++,,True
19964,45,201805180,boxscore,BOS,,BAL,L,4,7,,30-15,1,up 0.5,Cobb,Pomeranz,Brach,3:18,N,"34,935",-,,True
19965,46,201805190,boxscore,BOS,,BAL,W,6,3,,31-15,1,up 0.5,Porcello,Bundy,Kimbrel,2:54,N,"34,195",+,,True
19966,47,201805200,boxscore,BOS,,BAL,W,5,0,,32-15,1,up 0.5,Rodriguez,Hess,,3:25,D,"35,550",++,,True
19967,48,201805220,boxscore,BOS,@,TBR,W,4,2,,33-15,1,up 1.0,Sale,Faria,Kimbrel,2:55,N,"10,642",+++,,False
19968,49,201805230,boxscore,BOS,@,TBR,W,4,1,,34-15,1,up 2.0,Kelly,Colome,Kimbrel,3:10,N,"10,194",++++,,False
19969,50,201805240,boxscore,BOS,@,TBR,L,3,6,,34-16,1,up 1.5,Snell,Porcello,Colome,2:58,N,"12,468",-,,False
19970,51,201805250,boxscore,BOS,,ATL,W,6,2,,35-16,1,up 1.5,Rodriguez,Teheran,,3:13,N,"37,008",+,,True
19971,52,201805260,boxscore,BOS,,ATL,W,8,6,,36-16,1,up 2.5,Wright,Freeman,Kimbrel,3:29,D,"36,510",++,,True
19972,53,201805270,boxscore,BOS,,ATL,L,1,7,,36-17,1,up 1.5,Foltynewicz,Sale,,2:53,D,"36,543",-,,True
19973,54,201805280,boxscore,BOS,,TOR,W,8,3,,37-17,1,up 2.5,Price,Sanchez,,2:54,D,"34,700",+,,True
19974,55,201805290,boxscore,BOS,,TOR,W,8,3,,38-17,1,up 2.5,Porcello,Estrada,Kimbrel,2:59,N,"33,380",++,,True
19975,56,201805300,boxscore,BOS,,TOR,W,6,4,,39-17,1,up 2.5,Rodriguez,Gaviglio,Kimbrel,2:52,D,"33,451",+++,,True
19976,57,201805310,boxscore,BOS,@,HOU,L,2,4,,39-18,1,up 2.0,McCullers,Pomeranz,Giles,2:57,N,"30,658",-,,False
19977,58,201806010,boxscore,BOS,@,HOU,L,3,7,,39-19,1,up 1.0,Cole,Sale,,2:55,N,"37,244",--,,False
19978,59,201806020,boxscore,BOS,@,HOU,W,5,4,,40-19,1,up 1.0,Price,Harris,Kimbrel,3:41,N,"38,640",+,,False
19979,60,201806030,boxscore,BOS,@,HOU,W,9,3,,41-19,1,up 1.5,Porcello,Morton,,3:25,N,"33,431",++,,False
19980,61,201806050,boxscore,BOS,,DET,W,6,0,,42-19,1,up 1.5,Wright,Lewicki,,2:41,N,"34,762",+++,,True
19981,62,201806060,boxscore,BOS,,DET,W,7,1,,43-19,1,up 1.5,Rodriguez,Hardy,,3:20,N,"35,182",++++,,True
19982,63,201806070,boxscore,BOS,,DET,L,2,7,,43-20,1,up 1.0,Boyd,Beeks,,2:55,N,"36,556",-,,True
19983,64,201806080,boxscore,BOS,,CHW,L,0,1,,43-21,1, Tied,Covey,Sale,Soria,2:24,N,"36,593",--,,True
19984,65,201806090,boxscore,BOS,,CHW,W,4,2,,44-21,1, Tied,Price,Rodon,Kimbrel,2:48,D,"36,675",+,,True
19985,66,201806100,boxscore,BOS,,CHW,L,2,5,,44-22,1, Tied,Lopez,Porcello,Soria,3:15,D,"36,998",-,,True
19986,67,201806110,boxscore,BOS,@,BAL,W,2,0,12,45-22,1,up 0.5,Hembree,Givens,Kimbrel,3:45,N,"15,934",+,,False
19987,68,201806120,boxscore,BOS,@,BAL,W,6,4,,46-22,1,up 0.5,Rodriguez,Hess,,3:58,N,"21,837",++,,False
19988,69,201806130,boxscore,BOS,@,BAL,W,5,1,,47-22,1,up 1.5,Sale,Ramirez,,3:20,D,"17,217",+++,,False
19989,70,201806140,boxscore,BOS,@,SEA,W,2,1,,48-22,1,up 1.5,Price,Hernandez,Kimbrel,2:56,N,"30,479",++++,,False
19990,71,201806150,boxscore,BOS,@,SEA,L,6,7,,48-23,1,up 0.5,Cook,Barnes,Diaz,3:09,N,"44,459",-,,False
19991,72,201806160,boxscore,BOS,@,SEA,L,0,1,,48-24,2, 0.5,LeBlanc,Wright,Diaz,2:22,N,"44,151",--,,False
19992,73,201806170,boxscore,BOS,@,SEA,W,9,3,,49-24,1,up 0.5,Rodriguez,Leake,,3:15,D,"46,462",+,,False
19993,74,201806190,boxscore,BOS,@,MIN,L,2,6,,49-25,2, 1.0,Duke,Scott,,3:14,N,"28,550",-,,False
19994,75,201806200,boxscore,BOS,@,MIN,L,1,4,,49-26,2, 2.0,Lynn,Price,Rodney,3:13,N,"33,153",--,,False
19995,76,201806210,boxscore,BOS,@,MIN,W,9,2,,50-26,2, 2.0,Porcello,Gibson,,2:58,D,"32,631",+,,False
19996,77,201806220,boxscore,BOS,,SEA,W,14,10,,51-26,2, 1.0,Barnes,Nicasio,,3:34,N,"37,342",++,,True
19997,78,201806230,boxscore,BOS,,SEA,L,2,7,,51-27,2, 1.0,Leake,Rodriguez,,3:01,N,"36,051",-,,True
19998,79,201806240,boxscore,BOS,,SEA,W,5,0,,52-27,1, Tied,Sale,Gonzales,,2:29,D,"36,274",+,,True
19999,80,201806260,boxscore,BOS,,LAA,W,9,1,,53-27,2, 0.5,Price,Lamb,,2:54,N,"37,366",++,,True
20000,81,201806270,boxscore,BOS,,LAA,W,9,6,,54-27,1,up 0.5,Barnes,Alvarez,Kimbrel,4:00,N,"37,521",+++,,True
20001,82,201806280,boxscore,BOS,,LAA,W,4,2,,55-27,1,up 1.0,Velazquez,Barria,Kimbrel,3:06,N,"36,992",++++,,True
20002,83,201806290,boxscore,BOS,@,NYY,L,1,8,,55-28,1, Tied,Sabathia,Rodriguez,,2:41,N,"47,120",-,,False
20003,84,201806300,boxscore,BOS,@,NYY,W,11,0,,56-28,1,up 1.0,Sale,Gray,,3:17,N,"47,125",+,,False
20004,85,201807010,boxscore,BOS,@,NYY,L,1,11,,56-29,1, Tied,Severino,Price,,3:14,N,"46,795",-,,False
20005,86,201807020,boxscore,BOS,@,WSN,W,4,3,,57-29,1,up 1.0,Porcello,Scherzer,Kimbrel,3:15,N,"39,002",+,,False
20006,87,201807030,boxscore,BOS,@,WSN,W,11,4,,58-29,1,up 1.0,Workman,Roark,,2:55,N,"42,531",++,,False
20007,88,201807040,boxscore,BOS,@,WSN,W,3,0,,59-29,1,up 1.0,Rodriguez,Madson,Kimbrel,3:23,D,"42,528",+++,,False
20008,89,201807060,boxscore,BOS,@,KCR,W,10,5,,60-29,1,up 2.0,Sale,Hammel,,2:59,N,"24,673",++++,,False
20009,90,201807070,boxscore,BOS,@,KCR,W,15,4,,61-29,1,up 2.0,Hembree,Adam,,4:03,N,"30,347",+++++,,False
20010,91,201807080,boxscore,BOS,@,KCR,W,7,4,,62-29,1,up 2.0,Porcello,Fillmyer,Kimbrel,3:25,D,"28,443",++++++,,False
20011,92,201807090,boxscore,BOS,,TEX,W,5,0,,63-29,1,up 2.5,Rodriguez,Minor,,2:52,N,"36,754",+++++++,,True
20012,93,201807100,boxscore,BOS,,TEX,W,8,4,,64-29,1,up 3.5,Barnes,Gallardo,,2:56,N,"36,883",++++++++,,True
20013,94,201807110,boxscore,BOS,,TEX,W,4,2,,65-29,1,up 3.5,Sale,Colon,Kimbrel,2:58,N,"36,920",+++++++++,,True
20014,95,201807120,boxscore,BOS,,TOR,W,6,4,,66-29,1,up 3.5,Price,Happ,Kimbrel,3:19,N,"37,182",++++++++++,,True
20015,96,201807130,boxscore,BOS,,TOR,L,7,13,,66-30,1,up 3.5,Petricka,Porcello,,3:43,N,"37,018",-,,True
20016,97,201807140,boxscore,BOS,,TOR,W-wo,6,2,10,67-30,1,up 3.5,Kimbrel,Rowley,,3:32,D,"36,390",+,,True
20017,98,201807150,boxscore,BOS,,TOR,W,5,2,,68-30,1,up 4.5,Workman,Stroman,Kimbrel,3:12,D,"36,940",++,,True
20018,99,201807200,boxscore,BOS,@,DET,W,1,0,,69-30,1,up 5.5,Price,Boyd,Kimbrel,3:31,N,"33,817",+++,,False
20019,100,201807210,boxscore,BOS,@,DET,L,0,5,,69-31,1,up 4.5,Fiers,Johnson,,2:27,N,"31,682",-,,False
20020,101,201807220,boxscore,BOS,@,DET,W,9,1,,70-31,1,up 5.0,Sale,Hardy,,2:55,D,"25,012",+,,False
20021,102,201807230,boxscore,BOS,@,BAL,W,5,3,,71-31,1,up 6.0,Porcello,Gausman,Kimbrel,2:54,N,"16,885",++,,False
20022,103,201807240,boxscore,BOS,@,BAL,L,6,7,,71-32,1,up 5.0,Ramirez,Pomeranz,Brach,3:07,N,"13,342",-,,False
20023,104,201807260,boxscore,BOS,,MIN,L,1,2,,71-33,1,up 4.5,Gibson,Barnes,Rodney,2:59,N,"37,439",--,,True
20024,105,201807270,boxscore,BOS,,MIN,W-wo,4,3,10,72-33,1,up 5.0,Thornburg,Belisle,,3:26,N,"37,273",+,,True
20025,106,201807280,boxscore,BOS,,MIN,W,10,4,,73-33,1,up 5.5,Porcello,Odorizzi,,3:28,N,"36,798",++,,True
20026,107,201807290,boxscore,BOS,,MIN,W,3,0,,74-33,1,up 5.5,Eovaldi,Berrios,Kimbrel,2:42,D,"36,785",+++,,True
20027,108,201807300,boxscore,BOS,,PHI,W-wo,2,1,13,75-33,1,up 6.0,Velazquez,Davis,,4:03,N,"37,722",++++,,True
20028,109,201807310,boxscore,BOS,,PHI,L,1,3,,75-34,1,up 5.0,Arrieta,Pomeranz,Dominguez,3:13,N,"37,816",-,,True
20029,110,201808020,boxscore,BOS,,NYY,W,15,7,,76-34,1,up 6.5,Johnson,Holder,,3:25,N,"37,317",+,,True
20030,111,201808030,boxscore,BOS,,NYY,W,4,1,,77-34,1,up 7.5,Porcello,Severino,,2:15,N,"37,231",++,,True
20031,112,201808040,boxscore,BOS,,NYY,W,4,1,,78-34,1,up 8.5,Eovaldi,Adams,,2:33,D,"36,699",+++,,True
20032,113,201808050,boxscore,BOS,,NYY,W-wo,5,4,10,79-34,1,up 9.5,Barnes,Holder,,4:39,N,"37,830",++++,,True
20033,114,201808070,boxscore,BOS,@,TOR,W,10,7,10,80-34,1,up 9.0,Kimbrel,Giles,,3:27,N,"31,855",+++++,,False
20034,115,201808080,boxscore,BOS,@,TOR,W,10,5,,81-34,1,up 9.0,Johnson,Hauschild,,3:02,N,"36,798",++++++,,False
20035,116,201808090,boxscore,BOS,@,TOR,L,5,8,,81-35,1,up 8.0,Borucki,Porcello,,2:49,N,"28,415",-,,False
20036,117,201808100,boxscore,BOS,@,BAL,W,19,12,,82-35,1,up 9.0,Pomeranz,Castro,,4:01,N,"23,649",+,,False
20037,118,201808111,boxscore,BOS,@,BAL,W,5,0,,83-35,1,up 9.5,Price,Yacabonis,,2:48,D,"18,003",++,,False
20038,119,201808112,boxscore,BOS,@,BAL,W,6,4,,84-35,1,up 9.5,Kelly,Wright,Kimbrel,3:39,N,"24,051",+++,,False
20039,120,201808120,boxscore,BOS,@,BAL,W,4,1,,85-35,1,up 9.5,Sale,Cobb,Kimbrel,3:04,D,"25,303",++++,,False
20040,121,201808140,boxscore,BOS,@,PHI,W,2,1,,86-35,1,up10.0,Porcello,Hunter,Kimbrel,2:40,N,"33,081",+++++,,False
20041,122,201808150,boxscore,BOS,@,PHI,L,4,7,,86-36,1,up10.0,Hunter,Kelly,Dominguez,3:27,N,"35,266",-,,False
20042,123,201808170,boxscore,BOS,,TBR,W,7,3,,87-36,1,up10.5,Johnson,Chirinos,,2:47,N,"37,012",+,,True
20043,124,201808180,boxscore,BOS,,TBR,W,5,2,,88-36,1,up10.5,Price,Glasnow,Kimbrel,2:28,N,"36,654",++,,True
20044,125,201808190,boxscore,BOS,,TBR,L,0,2,,88-37,1,up 9.5,Beeks,Velazquez,Romo,2:47,D,"37,242",-,,True
20045,126,201808200,boxscore,BOS,,CLE,L,4,5,,88-38,1,up 9.0,Kluber,Porcello,Allen,3:01,N,"37,274",--,,True
20046,127,201808210,boxscore,BOS,,CLE,L,3,6,,88-39,1,up 8.0,Bieber,Eovaldi,Hand,2:57,N,"37,188",---,,True
20047,128,201808220,boxscore,BOS,,CLE,W,10,4,,89-39,1,up 9.0,Barnes,Carrasco,,3:24,N,"37,107",+,,True
20048,129,201808230,boxscore,BOS,,CLE,W,7,0,,90-39,1,up 9.5,Price,Plutko,,2:47,D,"37,396",++,,True
20049,130,201808240,boxscore,BOS,@,TBR,L,3,10,,90-40,1,up 8.5,Beeks,Velazquez,,3:10,N,"19,723",-,,False
20050,131,201808250,boxscore,BOS,@,TBR,L,1,5,,90-41,1,up 7.0,Stanek,Porcello,,2:53,N,"25,695",--,,False
20051,132,201808260,boxscore,BOS,@,TBR,L,1,9,,90-42,1,up 6.0,Snell,Eovaldi,,3:05,D,"23,448",---,,False
20052,133,201808280,boxscore,BOS,,MIA,W-wo,8,7,,91-42,1,up 6.5,Kimbrel,Steckenrider,,3:29,N,"36,708",+,,True
20053,134,201808290,boxscore,BOS,,MIA,W,14,6,,92-42,1,up 7.5,Thornburg,Conley,,3:10,N,"36,628",++,,True
20054,135,201808300,boxscore,BOS,@,CHW,W,9,4,,93-42,1,up 8.5,Brasier,Vieira,,3:37,N,"18,015",+++,,False
20055,136,201808310,boxscore,BOS,@,CHW,L,1,6,,93-43,1,up 7.5,Covey,Eovaldi,,2:53,N,"23,625",-,,False
20056,137,201809010,boxscore,BOS,@,CHW,W,6,1,,94-43,1,up 7.5,Rodriguez,Rodon,,2:56,N,"22,639",+,,False
20057,138,201809020,boxscore,BOS,@,CHW,L,0,8,,94-44,1,up 7.5,Shields,Johnson,,3:12,D,"30,745",-,,False
20058,139,201809030,boxscore,BOS,@,ATL,W,8,2,,95-44,1,up 8.5,Workman,Toussaint,,3:40,D,"40,394",+,,False
20059,140,201809040,boxscore,BOS,@,ATL,W,5,1,,96-44,1,up 8.5,Porcello,Newcomb,,3:03,N,"35,333",++,,False
20060,141,201809050,boxscore,BOS,@,ATL,W,9,8,,97-44,1,up 9.5,Workman,Minter,Kimbrel,3:44,D,"28,386",+++,,False
20061,142,201809070,boxscore,BOS,,HOU,L,3,6,,97-45,1,up 8.5,Pressly,Kelly,Osuna,3:38,N,"36,930",-,,True
20062,143,201809080,boxscore,BOS,,HOU,L,3,5,,97-46,1,up 7.5,Morton,Rodriguez,Osuna,3:25,D,"36,684",--,,True
20063,144,201809090,boxscore,BOS,,HOU,W-wo,6,5,,98-46,1,up 8.5,Kimbrel,Rondon,,3:35,N,"32,787",+,,True
20064,145,201809110,boxscore,BOS,,TOR,W,7,2,,99-46,1,up 9.0,Brasier,Tepera,,3:08,N,"34,747",++,,True
20065,146,201809120,boxscore,BOS,,TOR,W,1,0,,100-46,1,up10.0,Price,Sanchez,Kimbrel,2:41,N,"35,178",+++,,True
20066,147,201809130,boxscore,BOS,,TOR,W,4,3,,101-46,1,up10.5,Workman,Barnes,Kimbrel,2:50,N,"36,427",++++,,True
20067,148,201809140,boxscore,BOS,,NYM,L,0,8,,101-47,1,up 9.5,Syndergaard,Cuevas,,2:59,N,"37,117",-,,True
20068,149,201809150,boxscore,BOS,,NYM,W,5,3,,102-47,1,up10.5,Porcello,Sewald,Kimbrel,3:11,D,"36,611",+,,True
20069,150,201809160,boxscore,BOS,,NYM,W,4,3,,103-47,1,up11.5,Workman,Lugo,Wright,2:55,D,"36,526",++,,True
20070,151,201809180,boxscore,BOS,@,NYY,L,2,3,,103-48,1,up10.5,Green,Workman,Britton,3:13,N,"38,695",-,,False
20071,152,201809190,boxscore,BOS,@,NYY,L,1,10,,103-49,1,up 9.5,Severino,Price,,3:17,N,"43,297",--,,False
20072,153,201809200,boxscore,BOS,@,NYY,W,11,6,,104-49,1,up10.5,Wright,Green,,4:02,N,"47,351",+,,False
20073,154,201809210,boxscore,BOS,@,CLE,W,7,5,,105-49,1,up10.5,Barnes,Bieber,Kimbrel,3:34,N,"27,892",++,,False
20074,155,201809220,boxscore,BOS,@,CLE,L-wo,4,5,11,105-50,1,up 9.5,Olson,Pomeranz,,3:46,N,"35,095",-,,False
20075,156,201809230,boxscore,BOS,@,CLE,L-wo,3,4,11,105-51,1,up 9.5,Tomlin,Cuevas,,4:20,N,"27,879",--,,False
20076,157,201809240,boxscore,BOS,,BAL,W,6,2,,106-51,1,up 9.5,Eovaldi,Bundy,,3:06,N,"35,619",+,,True
20077,158,201809261,boxscore,BOS,,BAL,W,19,3,,107-51,1,up 9.5,Price,Meisinger,,3:10,D,"33,577",++,,True
20078,159,201809262,boxscore,BOS,,BAL,L,3,10,,107-52,1,up 9.5,Scott,Barnes,Fry,3:45,N,"34,445",-,,True
20079,160,201809280,boxscore,BOS,,NYY,L,6,11,,107-53,1,up 8.0,Happ,Johnson,,3:27,N,"36,779",--,,True
20080,161,201809290,boxscore,BOS,,NYY,L,5,8,,107-54,1,up 7.0,Lynn,Rodriguez,Chapman,3:40,D,"36,375",---,,True
20081,162,201809300,boxscore,BOS,,NYY,W,10,2,,108-54,1,up 8.0,Rodriguez,Cessa,,3:20,D,"36,201",+,,True
20082,1,201803290,boxscore,CHC,@,MIA,W,8,4,,1-0,1, Tied,Cishek,Urena,,3:18,D,"32,151",+,,False
20083,2,201803300,boxscore,CHC,@,MIA,L-wo,1,2,17,1-1,3, 1.0,Despaigne,Butler,,5:18,N,"12,034",-,,False
20084,3,201803310,boxscore,CHC,@,MIA,W,10,6,10,2-1,2, 1.0,Strop,Ziegler,,3:57,N,"13,422",+,,False
20085,4,201804010,boxscore,CHC,@,MIA,L,0,6,,2-2,3, 1.5,Peters,Quintana,,2:36,D,"10,428",-,,False
20086,5,201804020,boxscore,CHC,@,CIN,L,0,1,,2-3,4, 2.5,Mahle,Chatwood,Iglesias,2:33,D,"18,963",--,,False
20087,6,201804050,boxscore,CHC,@,MIL,W,8,0,,3-3,3, 2.0,Lester,Suter,,2:52,N,"24,310",+,,False
20088,7,201804060,boxscore,CHC,@,MIL,L-wo,4,5,,3-4,3, 3.0,Albers,Montgomery,,3:45,N,"37,758",-,,False
20089,8,201804070,boxscore,CHC,@,MIL,W,5,2,,4-4,3, 2.0,Strop,Barnes,Morrow,3:26,D,"43,331",+,,False
20090,9,201804080,boxscore,CHC,@,MIL,W,3,0,,5-4,2, 2.0,Quintana,Anderson,Morrow,2:41,D,"39,282",++,,False
20091,10,201804100,boxscore,CHC,,PIT,L,5,8,,5-5,2, 3.0,Nova,Chatwood,Vazquez,3:05,D,"40,144",-,,True
20092,11,201804110,boxscore,CHC,,PIT,W,13,5,,6-5,2, 2.0,Duensing,Glasnow,,2:59,N,"35,596",+,,True
20093,12,201804120,boxscore,CHC,,PIT,L,1,6,,6-6,3, 3.0,Williams,Hendricks,,2:57,D,"29,949",-,,True
20094,13,201804130,boxscore,CHC,,ATL,L,0,4,,6-7,4, 3.0,Sanchez,Darvish,,3:09,D,"29,775",--,,True
20095,14,201804140,boxscore,CHC,,ATL,W,14,10,,7-7,4, 3.0,Wilson,Ramirez,,3:43,D,"36,788",+,,True
20096,15,201804170,boxscore,CHC,,STL,L,3,5,,7-8,4, 3.0,Wainwright,Chatwood,Norris,3:33,N,"35,103",-,,True
20097,16,201804190,boxscore,CHC,,STL,W,8,5,,8-8,4, 2.5,Lester,Weaver,Morrow,3:10,D,"29,648",+,,True
20098,17,201804200,boxscore,CHC,@,COL,W,16,5,,9-8,4, 1.5,Hendricks,Gray,,3:30,N,"35,290",++,,False
20099,18,201804210,boxscore,CHC,@,COL,L,2,5,,9-9,4, 2.0,Anderson,Darvish,Davis,3:03,N,"40,107",-,,False
20100,19,201804220,boxscore,CHC,@,COL,W,9,7,,10-9,4, 2.0,Quintana,Marquez,Morrow,3:47,D,"48,137",+,,False
20101,20,201804240,boxscore,CHC,@,CLE,W,10,3,,11-9,3, 2.0,Chatwood,Tomlin,,3:00,N,"16,408",++,,False
20102,21,201804250,boxscore,CHC,@,CLE,L,1,4,,11-10,4, 3.0,Bauer,Lester,Allen,2:50,N,"15,712",-,,False
20103,22,201804260,boxscore,CHC,,MIL,W,1,0,,12-10,4, 2.0,Hendricks,Anderson,Morrow,2:22,N,"37,197",+,,True
20104,23,201804270,boxscore,CHC,,MIL,W,3,2,,13-10,4, 1.0,Strop,Jennings,Morrow,3:03,D,"35,579",++,,True
20105,24,201804280,boxscore,CHC,,MIL,W,3,0,,14-10,2, 0.5,Quintana,Guerra,,2:37,D,"40,147",+++,,True
20106,25,201804290,boxscore,CHC,,MIL,W,2,0,,15-10,2, 0.5,Chatwood,Davies,Morrow,2:35,D,"40,895",++++,,True
20107,26,201804300,boxscore,CHC,,COL,W,3,2,,16-10,1,up 0.5,Farrell,Freeland,Cishek,2:57,N,"35,922",+++++,,True
20108,27,201805010,boxscore,CHC,,COL,L,1,3,,16-11,1, Tied,Gray,Hendricks,Davis,2:24,N,"40,077",-,,True
20109,28,201805020,boxscore,CHC,,COL,L,2,11,,16-12,3, 1.0,Anderson,Darvish,,3:05,D,"32,909",--,,True
20110,29,201805040,boxscore,CHC,@,STL,L,2,3,,16-13,3, 1.5,Mikolas,Quintana,Norris,2:58,N,"46,099",---,,False
20111,30,201805050,boxscore,CHC,@,STL,L-wo,6,8,10,16-14,3, 2.5,Lyons,Farrell,,3:42,D,"47,154",----,,False
20112,31,201805060,boxscore,CHC,@,STL,L-wo,3,4,14,16-15,4, 3.5,Mayers,Farrell,,4:46,N,"45,438",-----,,False
20113,32,201805070,boxscore,CHC,,MIA,W,14,2,,17-15,4, 2.5,Hendricks,Garcia,,2:48,N,"37,333",+,,True
20114,33,201805080,boxscore,CHC,,MIA,W,4,3,,18-15,4, 1.5,Edwards,Barraclough,Morrow,2:38,N,"40,051",++,,True
20115,34,201805090,boxscore,CHC,,MIA,W,13,4,,19-15,4, 1.0,Quintana,Chen,,3:13,D,"34,486",+++,,True
20116,35,201805110,boxscore,CHC,,CHW,W,11,2,,20-15,4, 1.5,Chatwood,Fulmer,,3:45,D,"39,585",++++,,True
20117,36,201805120,boxscore,CHC,,CHW,W,8,4,,21-15,3, 0.5,Lester,Shields,Morrow,3:20,D,"41,099",+++++,,True
20118,37,201805130,boxscore,CHC,,CHW,L,3,5,,21-16,4, 1.0,Giolito,Hendricks,Rondon,2:47,D,"40,537",-,,True
20119,38,201805140,boxscore,CHC,,ATL,L,5,6,,21-17,4, 2.0,Teheran,Quintana,Minter,3:14,D,"35,946",--,,True
20120,39,201805150,boxscore,CHC,@,ATL,W,3,2,,22-17,3, 1.0,Edwards,Vizcaino,Morrow,2:51,N,"34,452",+,,False
20121,40,201805160,boxscore,CHC,@,ATL,L,1,4,,22-18,4, 2.0,Minter,Edwards,Vizcaino,2:55,N,"28,264",-,,False
20122,41,201805180,boxscore,CHC,@,CIN,W,8,1,,23-18,4, 2.0,Lester,Bailey,,3:17,N,"22,060",+,,False
20123,42,201805191,boxscore,CHC,@,CIN,L-wo,4,5,11,23-19,3, 2.5,Floro,Wilson,,3:38,D,"19,046",-,,False
20124,43,201805192,boxscore,CHC,@,CIN,W,10,0,,24-19,3, 2.5,Quintana,Romano,,2:57,N,"26,082",+,,False
20125,44,201805200,boxscore,CHC,@,CIN,W,6,1,,25-19,2, 1.5,Darvish,Mahle,,2:51,D,"26,988",++,,False
20126,45,201805220,boxscore,CHC,,CLE,L,1,10,,25-20,3, 3.0,Bauer,Chatwood,,3:20,N,"37,168",-,,True
20127,46,201805230,boxscore,CHC,,CLE,L,0,1,,25-21,4, 4.0,Plutko,Lester,Allen,2:39,N,"39,004",--,,True
20128,47,201805250,boxscore,CHC,,SFG,W,6,2,,26-21,3, 3.5,Hendricks,Holland,Morrow,2:46,D,"41,177",+,,True
20129,48,201805260,boxscore,CHC,,SFG,L,4,5,,26-22,4, 4.5,Stratton,Quintana,Strickland,3:04,N,"41,250",-,,True
20130,49,201805270,boxscore,CHC,,SFG,W,8,3,,27-22,3, 4.5,Rosario,Blach,,3:31,N,"41,587",+,,True
20131,50,201805280,boxscore,CHC,@,PIT,W,7,0,,28-22,2, 4.5,Montgomery,Kuhl,,2:53,D,"19,382",++,,False
20132,51,201805290,boxscore,CHC,@,PIT,W,8,6,,29-22,2, 3.5,Lester,Santana,Morrow,3:03,N,"11,475",+++,,False
20133,52,201805300,boxscore,CHC,@,PIT,L,1,2,,29-23,2, 4.5,Musgrove,Hendricks,Vazquez,2:50,N,"14,126",-,,False
20134,53,201805310,boxscore,CHC,@,NYM,W,5,1,,30-23,2, 4.0,Quintana,Robles,Morrow,3:02,N,"34,458",+,,False
20135,54,201806010,boxscore,CHC,@,NYM,W,7,4,,31-23,2, 3.0,Rosario,Sewald,Morrow,3:20,N,"37,183",++,,False
20136,55,201806020,boxscore,CHC,@,NYM,W,7,1,14,32-23,2, 3.0,Farrell,Baumann,,4:53,N,"32,817",+++,,False
20137,56,201806030,boxscore,CHC,@,NYM,W,2,0,,33-23,2, 2.0,Lester,Matz,Duensing,2:30,D,"34,946",++++,,False
20138,57,201806050,boxscore,CHC,,PHI,L,1,6,,33-24,2, 2.0,Eflin,Hendricks,,2:46,N,"40,553",-,,True
